Frame,Tipo_objeto,Confianza,ID_Tracking,x1,y1,x2,y2,Matrícula,Confianza_Matrícula,mx1,my1,mx2,my2,Texto_Matrícula
1329,car,0.86,32,1014,309,1158,407,HQ3,0.06,38,62,73,74,HQ3
1330,car,0.85,32,1010,310,1154,409,WO,0.16,35,63,74,74,WO
1331,car,0.87,32,1004,309,1151,410,DA,0.10,37,64,76,77,DA
1332,car,0.88,32,997,308,1147,411,4916J,0.15,38,66,79,78,4916J
1333,car,0.85,32,992,308,1145,414,GOQH,0.15,36,56,84,69,GOQH
1333,car,0.85,32,992,308,1145,414,IIUO,0.04,36,67,79,79,IIUO
1334,car,0.84,32,986,308,1142,417,0214F,0.04,40,69,81,81,0214F
1335,car,0.87,32,980,308,1140,419,2D,0.77,41,70,82,85,2D
1335,car,0.87,32,980,308,1140,419,IEBI,0.06,37,58,86,72,IEBI
1336,car,0.87,32,973,308,1138,420,E,0.34,42,71,84,85,E
1337,car,0.86,32,967,307,1136,422,02I41,0.04,40,73,85,87,02I41
1338,car,0.86,32,959,306,1135,424,QI,0.09,42,75,87,90,QI
1338,car,0.86,32,959,306,1135,424,OD,0.54,37,62,91,81,OD
1339,car,0.85,32,952,305,1132,427,D,0.06,42,78,88,92,D
1339,car,0.85,32,952,305,1132,427,QDH,0.19,40,64,91,81,QDH
1340,car,0.85,32,945,304,1130,428,3,0.12,43,80,89,95,3
1340,car,0.85,32,945,304,1130,428,1QQOE,0.22,31,66,91,80,1QQOE
1341,car,0.88,32,936,304,1129,430,PT,0.06,43,82,91,96,PT
1341,car,0.88,32,936,304,1129,430,MID,0.10,39,67,97,82,MID
1342,car,0.86,32,928,303,1128,433,2ITG,0.04,43,85,93,101,2ITG
1343,car,0.77,32,919,302,1125,437,15,0.09,41,88,95,103,15
1344,car,0.83,32,909,303,1118,439,44Q,0.14,44,90,97,108,44Q
1345,car,0.86,32,901,303,1111,443,DE5,0.03,44,92,97,108,DE5
1346,car,0.81,32,889,302,1108,447,NO,0.05,47,96,101,112,NO
1347,car,0.86,32,878,301,1104,451,1ZLEEGH,0.08,48,99,102,115,1ZLEEGH
1348,car,0.85,32,868,301,1100,454,TZGH,0.24,44,102,104,119,TZGH
1349,car,0.87,32,854,301,1095,458,4232GE6H5,0.03,48,105,109,122,4232GE6H5
1349,car,0.87,32,854,301,1095,458,E2,0.12,41,87,114,103,E2
1349,car,0.87,32,854,301,1095,458,PC,0.37,41,87,114,103,PC
1350,car,0.89,32,841,301,1092,462,D21EH,0.06,49,107,110,126,D21EH
1351,car,0.88,32,828,301,1087,467,4214759,0.09,50,111,112,128,4214759
1352,car,0.89,32,812,301,1082,473,9290CF61,0.05,52,114,116,132,9290CF61
1353,car,0.89,32,798,301,1076,478,424E647,0.18,51,117,118,135,424E647
1354,car,0.89,32,782,299,1069,484,922CEM,0.03,51,122,120,140,922CEM
1355,car,0.90,32,765,299,1063,488,323TEEY,0.07,51,126,123,145,323TEEY
1356,car,0.90,32,746,297,1058,494,3234263,0.17,52,131,127,151,3234263
1357,car,0.91,32,728,296,1050,500,4Z1EFCY,0.22,52,137,129,159,4Z1EFCY
1358,car,0.91,32,706,295,1044,508,42147,0.40,52,143,132,165,42147
1359,car,0.91,32,684,295,1036,516,4ZLFGHT,0.17,53,149,135,171,4ZLFGHT
1360,car,0.95,32,659,295,1028,522,42442641,0.10,54,154,139,178,42442641
1361,car,0.95,32,630,295,1021,530,124F617,0.15,56,160,146,184,124F617
1362,car,0.94,32,602,295,1012,537,1246,0.39,56,167,148,193,1246
1363,car,0.93,32,571,295,1005,544,121656X,0.15,56,173,153,201,121656X
1371,car,0.92,32,176,282,904,662,742,0.12,46,272,192,319,742
1373,car,0.93,32,23,277,868,714,333,0.04,10,320,180,386,333
1383,car,0.84,35,1052,296,1172,394,G4Q,0.28,35,71,65,80,G4Q
1384,car,0.85,35,1047,295,1170,395,057S,0.05,35,72,68,81,057S
1386,car,0.82,35,1040,295,1168,397,CO7,0.02,35,74,69,83,CO7
1388,car,0.84,35,1032,294,1165,401,DO,0.05,38,78,71,87,DO
1391,car,0.83,35,1018,294,1160,407,NTT,0.09,40,82,75,90,NTT
1392,car,0.84,35,1013,293,1157,408,JADI,0.01,39,84,76,94,JADI
1393,car,0.84,35,1008,292,1156,409,144,0.10,41,87,78,96,144
1394,car,0.89,35,1001,292,1153,411,VT,0.10,35,87,80,97,VT
1395,car,0.84,35,995,291,1150,412,085,0.09,44,90,82,99,085
1396,car,0.86,35,990,291,1149,414,1D,0.22,30,90,82,101,1D
1397,car,0.88,35,984,290,1147,417,RRG,0.32,45,92,84,102,RRG
1398,car,0.89,35,977,290,1145,419,44,0.41,44,93,86,105,44
1399,car,0.91,35,971,289,1144,421,4ZD,0.07,45,96,88,107,4ZD
1400,car,0.89,35,964,289,1141,423,DEUT,0.03,46,96,89,109,DEUT
1401,car,0.89,35,957,289,1139,425,VUC,0.04,46,98,91,111,VUC
1402,car,0.88,35,949,288,1137,427,02GA,0.02,48,101,93,114,02GA
1403,car,0.83,35,942,287,1135,429,1575F,0.07,47,104,93,117,1575F
1404,car,0.78,35,934,286,1132,433,EZ2ETE,0.11,47,107,96,121,EZ2ETE
1405,car,0.87,35,926,285,1131,435,4G,0.03,47,111,96,124,4G
1406,car,0.88,35,917,285,1128,439,XE6C,0.13,47,113,99,126,XE6C
1407,car,0.86,35,906,284,1123,442,525G,0.01,49,116,102,130,525G
1408,car,0.84,35,896,284,1119,445,QETLI,0.08,51,119,104,133,QETLI
1408,car,0.90,39,1612,331,1919,523,2188,0.38,250,126,307,144,2188
1409,car,0.85,35,885,284,1114,449,HE225CC,0.12,51,121,107,137,HE225CC
1409,car,0.89,39,1600,330,1919,517,J282,0.04,239,122,306,142,J282
1410,car,0.88,35,875,283,1109,455,4322ACZC,0.08,51,125,108,141,4322ACZC
1410,car,0.89,39,1591,330,1918,513,21847,0.47,231,120,292,137,21847
1411,car,0.88,35,863,284,1105,458,ESZ243F,0.07,51,127,110,143,ESZ243F
1411,car,0.91,39,1582,330,1914,508,433522,0.13,220,116,281,133,433522
1412,car,0.88,35,850,283,1100,462,ES2250T,0.21,53,131,115,147,ES2250T
1412,car,0.92,39,1572,330,1903,504,E1,0.12,212,112,273,131,E1
1413,car,0.89,35,836,282,1095,467,L73,0.02,54,135,118,151,L73
1414,car,0.91,35,822,281,1091,472,ES125E1,0.36,56,140,121,155,ES125E1
1415,car,0.90,35,806,280,1088,477,2872S1C,0.07,57,143,125,161,2872S1C
1415,car,0.91,39,1548,331,1851,493,8KT,0.15,187,101,246,121,8KT
1416,car,0.89,35,791,280,1083,483,HE5,0.53,57,147,128,165,HE5
1416,car,0.91,39,1543,330,1833,490,KTE,0.04,178,101,235,119,KTE
1417,car,0.88,35,774,278,1077,488,XE2TC5T,0.09,58,153,131,173,XE2TC5T
1417,car,0.89,39,1535,329,1818,486,BZZ,0.18,173,100,233,117,BZZ
1418,car,0.88,35,755,275,1069,494,KSEEII,0.06,59,162,136,180,KSEEII
1418,car,0.83,36,1178,308,1274,386,FT,0.08,37,50,64,58,FT
1418,car,0.90,39,1528,330,1803,483,017,0.14,168,97,225,114,017
1419,car,0.87,35,735,272,1062,502,MKIZLC,0.14,61,170,139,190,MKIZLC
1419,car,0.87,39,1521,330,1788,480,32E7,0.12,162,94,220,112,32E7
1420,car,0.92,35,714,272,1055,511,ESZZA,0.20,63,175,144,195,ESZZA
1420,car,0.85,36,1179,307,1279,388,E7,0.12,37,51,65,60,E7
1420,car,0.88,39,1514,328,1774,477,R1EE7,0.06,156,92,216,111,R1EE7
1421,car,0.91,35,691,271,1048,518,KSETE,0.12,65,183,147,203,KSETE
1421,car,0.85,36,1179,307,1280,388,F1ZD,0.12,38,53,66,61,F1ZD
1421,car,0.87,39,1510,328,1760,475,5Z,0.09,147,92,209,109,5Z
1422,car,0.91,35,667,269,1042,527,HSLC,0.05,64,191,151,212,HSLC
1422,car,0.82,36,1178,307,1280,389,ZT,0.33,40,53,68,61,ZT
1422,car,0.86,39,1506,329,1748,471,3210705,0.16,138,90,202,105,3210705
1423,car,0.91,35,638,267,1033,534,K7305,0.05,66,199,158,222,K7305
1423,car,0.86,39,1502,329,1734,468,RFFI,0.03,131,88,195,102,RFFI
1424,car,0.92,35,609,265,1024,541,E3232,0.14,67,209,164,233,E3232
1425,car,0.93,35,576,262,1015,553,432,0.12,68,219,169,244,432
1426,car,0.83,39,1483,326,1702,458,R1Z,0.25,127,86,182,101,R1Z
1427,car,0.83,36,1178,307,1287,398,47,0.73,43,58,74,67,47
1428,car,0.83,36,1179,307,1289,399,0T77,0.12,43,59,74,67,0T77
1429,car,0.86,36,1180,306,1294,401,RZD,0.07,42,60,74,71,RZD
1429,car,0.86,39,1472,326,1674,454,EF6,0.03,113,81,164,96,EF6
1430,car,0.83,36,1180,305,1296,402,807,0.12,43,63,76,72,807
1430,car,0.89,39,1466,325,1666,453,MTTT,0.08,112,81,163,95,MTTT
1431,car,0.80,36,1179,303,1299,404,74074,0.20,45,65,78,75,74074
1431,car,0.89,39,1463,327,1659,451,8UZ,0.02,105,78,152,92,8UZ
1432,car,0.85,36,1179,303,1301,405,ET51,0.02,46,66,79,77,ET51
1432,car,0.88,39,1460,324,1651,448,PA1LT,0.08,103,79,154,93,PA1LT
1433,car,0.84,36,1181,303,1302,406,5Z6,0.12,45,67,80,78,5Z6
1433,car,0.90,39,1457,325,1643,447,R,0.08,100,76,146,91,R
1434,car,0.82,36,1180,303,1303,408,RX,0.04,47,69,82,80,RX
1434,car,0.90,39,1453,325,1637,445,FUZT,0.06,98,75,146,90,FUZT
1435,car,0.82,36,1179,302,1306,410,617,0.15,49,70,85,81,617
1435,car,0.91,39,1450,325,1629,443,BOCI,0.15,95,75,143,88,BOCI
1436,car,0.82,36,1179,302,1308,412,LEE,0.08,50,72,86,83,LEE
1437,car,0.79,36,1178,302,1311,414,3T7,0.03,53,73,90,84,3T7
1437,car,0.90,39,1441,324,1611,436,AFTZ,0.10,77,72,138,85,AFTZ
1438,car,0.82,36,1178,301,1314,416,676,0.08,53,75,91,87,676
1439,car,0.78,36,1180,300,1316,418,71E0,0.18,54,78,93,90,71E0
1441,car,0.79,36,1180,301,1323,422,05O,0.04,57,80,99,92,05O
1442,car,0.80,36,1180,302,1326,425,6,0.06,58,80,101,92,6
1442,car,0.89,39,1426,324,1584,430,QOFT,0.04,81,67,125,79,QOFT
1443,car,0.81,36,1180,301,1329,427,255,0.08,61,82,104,95,255
1444,car,0.78,36,1181,301,1334,429,14,0.05,62,84,106,97,14
1445,car,0.73,36,1183,300,1338,430,IIOJ,0.00,62,87,108,100,IIOJ
1446,car,0.75,36,1184,300,1342,433,1I5N,0.11,65,89,111,102,1I5N
1447,car,0.80,36,1185,299,1346,436,HC37,0.07,65,92,113,105,HC37
1448,car,0.82,36,1185,298,1352,439,1S,0.35,69,95,117,109,1S
1449,car,0.84,36,1186,296,1359,442,13517,0.06,71,98,121,112,13517
1450,car,0.86,36,1187,295,1366,446,1O2S157,0.05,75,101,125,116,1O2S157
1451,car,0.85,36,1188,294,1370,450,JOS5Y,0.06,77,104,128,119,JOS5Y
1452,car,0.87,36,1189,294,1378,454,IO37,0.09,80,107,132,122,IO37
1453,car,0.85,36,1189,295,1384,456,Q237,0.05,84,108,139,124,Q237
1454,car,0.73,36,1190,294,1393,459,J0O53627,0.09,88,112,143,127,J0O53627
1455,car,0.82,36,1191,294,1401,465,H90534,0.06,93,115,151,131,H90534
1456,car,0.87,36,1192,294,1409,470,10O55UE,0.03,97,117,156,134,10O55UE
1457,car,0.88,36,1192,293,1417,474,I0O5344,0.11,104,121,163,139,I0O5344
1458,car,0.88,36,1192,293,1427,478,I00S251,0.05,112,124,174,142,I00S251
1459,car,0.87,36,1194,293,1437,482,40057777,0.17,117,128,181,146,40057777
1460,car,0.89,36,1195,292,1449,489,30053159,0.28,122,132,190,151,30053159
1461,car,0.91,36,1199,291,1460,494,400533,0.51,128,138,196,157,400533
1462,car,0.90,36,1201,290,1473,500,401S3759,0.12,136,143,207,162,401S3759
1463,car,0.90,36,1203,290,1489,506,30053737,0.23,145,146,219,168,30053737
1464,car,0.88,36,1206,291,1503,513,2Q053,0.17,156,151,231,172,2Q053
1465,car,0.84,36,1208,291,1519,520,00O5576R,0.03,166,156,245,178,00O5576R
1466,car,0.85,36,1214,290,1538,526,80Q538,0.12,174,162,257,185,80Q538
1467,car,0.93,36,1219,291,1557,533,J0O5KY,0.13,185,168,269,190,J0O5KY
1468,car,0.86,36,1225,290,1579,540,40053Q1,0.07,198,175,286,199,40053Q1
1469,car,0.89,36,1230,289,1602,550,8TTS,0.03,211,183,303,207,8TTS
1526,car,0.87,47,1206,309,1312,401,KF,0.01,34,61,71,69,KF
1527,car,0.87,47,1205,309,1314,402,450I,0.41,40,61,73,71,450I
1529,car,0.85,47,1204,308,1318,404,BDE,0.04,44,65,77,74,BDE
1531,car,0.87,47,1204,307,1321,407,K,0.37,44,67,80,78,K
1532,car,0.85,47,1205,306,1322,408,K7401,0.15,44,69,80,80,K7401
1533,car,0.87,47,1204,306,1324,410,PFR1C,0.03,42,70,82,80,PFR1C
1534,car,0.88,47,1204,306,1327,411,3H,0.02,43,71,83,81,3H
1535,car,0.88,47,1203,306,1331,413,JRD,0.21,44,72,86,82,JRD
1537,car,0.87,47,1203,306,1335,416,D,0.20,49,74,90,85,D
1538,car,0.88,47,1202,306,1338,418,IJM,0.13,51,75,93,86,IJM
1539,car,0.84,47,1204,306,1340,421,101,0.07,51,76,92,89,101
1541,car,0.83,47,1205,305,1345,425,IAIE,0.09,52,79,95,91,IAIE
1542,car,0.82,47,1206,305,1347,427,TJE,0.36,53,81,96,94,TJE
1543,car,0.82,47,1207,305,1350,428,HHJET,0.08,53,83,97,95,HHJET
1544,car,0.81,47,1208,304,1351,430,IHH,0.12,53,85,99,99,IHH
1545,car,0.77,47,1209,302,1354,430,IIT,0.07,54,89,100,102,IIT
1546,car,0.77,47,1209,301,1359,432,424Z,0.14,54,93,103,105,424Z
1547,car,0.78,47,1210,300,1363,433,4HI,0.24,57,94,104,108,4HI
1549,car,0.71,47,1209,301,1369,438,QXF,0.04,62,96,112,111,QXF
1550,car,0.72,47,1209,300,1373,443,Q,0.07,65,99,115,114,Q
1551,car,0.75,47,1209,300,1378,447,HQ,0.79,67,101,119,115,HQ
1552,car,0.83,47,1210,299,1382,450,22257,0.20,72,105,123,119,22257
1553,car,0.82,47,1211,299,1388,451,12E547,0.09,74,106,127,122,12E547
1554,car,0.80,47,1212,299,1394,455,1O765777,0.20,74,108,130,123,1O765777
1555,car,0.77,47,1215,298,1401,458,492851777,0.32,75,112,133,127,492851777
1556,car,0.82,47,1215,297,1408,463,HQ26577,0.27,82,115,139,131,HQ26577
1557,car,0.86,47,1214,297,1416,468,30255117,0.41,88,117,147,134,30255117
1558,car,0.88,47,1215,298,1424,472,4D2857,0.17,93,119,154,138,4D2857
1559,car,0.86,47,1215,298,1431,476,023523,0.24,100,122,161,141,023523
1560,car,0.89,47,1216,298,1442,482,028517,0.44,108,125,169,143,028517
1561,car,0.88,47,1219,296,1452,484,1235E7,0.07,113,130,176,150,1235E7
1562,car,0.90,47,1223,294,1462,489,309225F7,0.06,113,135,182,155,309225F7
1563,car,0.90,47,1225,293,1475,495,4O285E7,0.34,121,141,190,161,4O285E7
1564,car,0.89,47,1227,293,1487,502,HO255E57,0.45,128,144,200,165,HO255E57
1565,car,0.89,47,1230,293,1501,506,502S512,0.06,137,148,209,168,502S512
1566,car,0.90,47,1233,293,1515,512,1Q285277,0.23,149,152,221,173,1Q285277
1567,car,0.89,47,1237,293,1529,520,1O2S527,0.19,154,157,231,178,1O2S527
1568,car,0.90,47,1241,292,1547,526,HO25S72,0.09,165,163,245,183,HO25S72
1569,car,0.92,47,1244,293,1564,531,5025557,0.53,178,167,258,188,5025557
1570,car,0.90,47,1250,292,1585,538,5025567,0.16,187,174,272,195,5025567
1571,car,0.89,47,1257,292,1606,544,1026532,0.22,199,179,284,203,1026532
1572,car,0.90,47,1262,292,1628,550,10285377,0.18,214,186,302,209,10285377
1573,car,0.88,47,1267,291,1652,559,402S,0.42,230,194,322,219,402S
1574,car,0.90,47,1273,291,1683,568,303SS6,0.05,248,202,343,225,303SS6
1575,car,0.92,47,1279,291,1711,578,42557,0.11,268,211,365,234,42557
1599,car,0.72,43,1092,307,1199,389,EIDC,0.03,32,51,60,60,EIDC
1614,car,0.85,43,1040,305,1180,403,1ZI,0.11,36,63,71,74,1ZI
1623,car,0.73,54,1233,305,1328,399,ID7T,0.03,31,63,63,70,ID7T
1624,car,0.75,54,1233,305,1330,400,DI,0.27,32,64,63,71,DI
1626,car,0.86,43,972,303,1143,423,D,0.18,40,75,84,90,D
1628,car,0.86,43,957,302,1138,427,1L,0.14,43,79,88,98,1L
1629,car,0.87,43,949,302,1135,429,1,0.82,44,81,89,101,1
1629,car,0.85,54,1233,304,1337,404,ALDT,0.14,35,69,68,76,ALDT
1630,car,0.85,54,1233,303,1338,405,0,0.04,34,70,68,78,0
1631,car,0.86,43,931,300,1128,433,0,0.52,47,87,94,108,0
1631,car,0.85,54,1233,301,1338,405,AA0,0.03,37,73,69,81,AA0
1632,car,0.85,43,922,300,1122,437,DZD,0.05,47,89,95,108,DZD
1633,car,0.84,43,913,301,1118,441,D2D,0.15,46,90,96,107,D2D
1634,car,0.88,43,901,298,1112,444,D,0.89,47,95,101,116,D
1635,car,0.89,43,891,298,1107,449,E2D,0.16,46,98,99,118,E2D
1635,car,0.85,54,1233,300,1344,410,F4,0.12,38,76,72,86,F4
1636,car,0.88,43,879,298,1102,453,221,0.14,47,100,102,120,221
1636,car,0.84,54,1232,298,1345,411,HKOT,0.07,40,80,75,88,HKOT
1637,car,0.89,43,865,296,1097,457,D2ZD,0.08,50,105,106,130,D2ZD
1637,car,0.85,54,1232,298,1347,413,YAGI,0.09,40,81,76,89,YAGI
1638,car,0.90,43,851,295,1092,461,ES2,0.31,51,108,109,129,ES2
1639,car,0.91,43,837,295,1088,465,E3222,0.25,54,111,114,134,E3222
1639,car,0.84,54,1232,298,1350,415,HAP,0.01,41,83,79,91,HAP
1640,car,0.91,43,822,295,1081,469,E,0.89,55,114,114,134,E
1640,car,0.86,54,1231,297,1352,417,4D0,0.11,43,84,81,93,4D0
1641,car,0.89,43,805,294,1074,475,931272,0.17,57,118,117,142,931272
1641,car,0.84,54,1231,297,1354,418,DOT,0.06,41,86,82,94,DOT
1642,car,0.88,43,789,293,1068,481,32ZR,0.07,52,121,119,150,32ZR
1642,car,0.83,54,1232,298,1356,419,I4,0.19,44,84,82,95,I4
1643,car,0.88,43,771,292,1060,486,12222,0.14,54,128,123,152,12222
1643,car,0.83,54,1232,298,1356,421,RH,0.13,46,86,84,96,RH
1644,car,0.91,43,750,292,1052,495,83322F,0.22,57,131,125,156,83322F
1644,car,0.82,54,1231,297,1360,423,EEIO,0.21,49,88,86,99,EEIO
1645,car,0.78,54,1230,296,1363,426,P,0.18,50,90,89,101,P
1646,car,0.89,43,705,291,1036,508,02EX,0.32,60,143,133,170,02EX
1646,car,0.80,54,1230,295,1365,428,IT,0.03,51,92,91,103,IT
1647,car,0.79,54,1229,294,1366,430,WED,0.10,50,95,94,106,WED
1648,car,0.80,54,1229,293,1368,431,4XO,0.21,52,97,96,109,4XO
1649,car,0.95,43,619,289,1006,534,2225,0.97,64,163,151,194,2225
1649,car,0.78,54,1230,294,1370,432,4I,0.22,53,98,97,110,4I
1650,car,0.93,43,585,287,997,545,2027258,0.10,67,172,155,204,2027258
1650,car,0.69,54,1230,293,1372,432,Q,0.53,55,99,99,112,Q
1651,car,0.73,54,1231,292,1376,434,4E,0.19,57,102,101,115,4E
1652,car,0.72,54,1232,291,1380,435,DBE,0.10,56,104,103,118,DBE
1653,car,0.73,54,1232,290,1385,438,DITQ,0.11,59,106,106,120,DITQ
1654,car,0.74,54,1231,291,1388,439,TT,0.04,63,107,109,121,TT
1655,car,0.76,54,1231,291,1392,442,WEI,0.15,63,108,112,124,WEI
1656,car,0.67,54,1232,290,1394,446,4V235O,0.02,63,111,116,125,4V235O
1657,car,0.69,54,1234,289,1399,449,L,0.11,64,114,118,128,L
1658,car,0.81,54,1235,289,1405,450,D,0.42,68,115,119,132,D
1658,car,0.81,54,1235,289,1405,450,03E5,0.02,68,115,119,132,03E5
1659,car,0.82,54,1234,288,1409,455,4W,0.06,73,119,126,133,4W
1660,car,0.79,54,1234,287,1414,457,I2E55M7,0.14,75,121,130,138,I2E55M7
1661,car,0.83,54,1234,287,1420,461,Q6S5TD,0.07,79,123,135,141,Q6S5TD
1662,car,0.88,54,1235,287,1428,464,4EE854,0.17,83,126,139,142,4EE854
1663,car,0.88,54,1236,287,1435,468,43ES5TQ,0.06,86,128,144,145,43ES5TQ
1664,car,0.88,54,1237,286,1442,473,LPE852QL,0.01,90,131,149,150,LPE852QL
1665,car,0.88,54,1238,286,1449,477,DJE851Q,0.12,94,133,154,151,DJE851Q
1666,car,0.89,54,1241,285,1456,480,IB68519,0.09,96,138,160,156,IB68519
1667,car,0.88,54,1243,285,1464,484,43835179,0.14,101,140,165,161,43835179
1668,car,0.88,54,1245,284,1473,488,EEB510,0.07,106,144,171,164,EEB510
1669,car,0.88,54,1247,284,1484,493,03685K7,0.11,112,148,178,170,03685K7
1670,car,0.90,54,1250,285,1494,498,03685KM,0.15,117,150,184,171,03685KM
1671,car,0.90,54,1252,285,1505,503,Q3685KW,0.38,122,154,194,176,Q3685KW
1672,car,0.91,54,1255,284,1518,508,93685K2,0.14,129,158,203,182,93685K2
1673,car,0.92,54,1259,283,1530,515,02685K7,0.19,135,163,211,188,02685K7
1673,car,0.92,54,1259,283,1530,515,33685KR,0.18,132,166,211,183,33685KR
1674,car,0.91,54,1262,281,1546,522,035857,0.15,144,170,221,191,035857
1675,car,0.92,54,1266,281,1559,527,D36857M7,0.11,151,174,233,201,D36857M7
1675,car,0.92,54,1266,281,1559,527,RG85K,0.24,150,177,231,196,RG85K
1676,car,0.90,54,1272,280,1575,531,4368527,0.58,158,180,242,206,4368527
1677,car,0.87,54,1275,279,1592,538,43635XI,0.25,169,188,255,214,43635XI
1678,car,0.89,54,1278,279,1609,545,B36857,0.58,181,192,271,222,B36857
1679,car,0.87,54,1280,278,1630,554,E36S5X7,0.09,195,199,289,224,E36S5X7
1680,car,0.83,54,1286,277,1652,562,L3SS5K77,0.40,208,207,304,232,L3SS5K77
1681,car,0.85,54,1295,277,1677,570,K,0.15,220,214,320,240,K
1682,car,0.89,54,1304,274,1703,578,E,0.03,228,226,334,255,E
1683,car,0.87,54,1310,271,1730,587,35,0.54,250,237,355,268,35
1684,car,0.89,54,1320,270,1760,598,L3S,0.25,268,246,378,276,L3S
1685,car,0.91,54,1328,273,1794,610,0S,0.61,288,253,402,284,0S
1686,car,0.91,54,1337,269,1833,622,KY,0.20,312,268,430,298,KY
1687,car,0.90,54,1347,269,1873,632,ESSTZ,0.22,336,278,459,314,ESSTZ
1688,car,0.92,54,1358,267,1909,645,3S0,0.36,363,291,493,330,3S0
1689,car,0.92,54,1371,266,1920,656,253277,0.12,394,308,532,343,253277
1691,car,0.87,59,981,301,1140,414,I,0.57,40,68,83,82,I
1693,car,0.86,59,969,300,1136,419,K,0.79,41,72,84,86,K
1695,car,0.84,59,958,297,1131,425,AU,0.09,40,77,85,91,AU
1697,car,0.79,59,941,296,1124,428,R3,0.14,42,81,91,96,R3
1698,car,0.86,59,934,296,1117,430,0ZH,0.18,41,81,92,97,0ZH
1699,car,0.81,59,925,296,1111,432,T304,0.16,42,83,94,99,T304
1700,car,0.85,59,917,294,1107,436,F3,0.07,44,88,94,104,F3
1701,car,0.83,59,906,294,1103,439,F1,0.28,46,89,99,106,F1
1702,car,0.86,59,897,293,1099,442,1EH,0.10,45,94,100,110,1EH
1703,car,0.89,59,887,292,1094,446,KJ,0.05,46,97,101,114,KJ
1704,car,0.85,59,876,292,1089,450,447,0.27,46,99,104,117,447
1705,car,0.89,59,864,292,1086,454,E37,0.11,47,102,105,119,E37
1706,car,0.87,59,851,292,1082,458,ET,0.05,49,105,109,122,ET
1707,car,0.91,59,836,291,1076,462,2E3S5177,0.01,52,108,113,126,2E3S5177
1708,car,0.91,59,821,291,1070,468,EEZLM,0.07,53,111,117,130,EEZLM
1709,car,0.88,59,806,290,1065,474,ESSD,0.24,54,115,121,134,ESSD
1710,car,0.89,59,792,290,1059,479,EX,0.48,55,118,121,138,EX
1711,car,0.90,59,775,289,1052,483,459EY,0.07,54,122,124,143,459EY
1712,car,0.89,59,755,289,1045,491,20394,0.14,56,127,129,149,20394
1713,car,0.89,59,736,287,1041,498,EI7,0.21,57,133,133,156,EI7
1714,car,0.88,59,714,285,1031,505,ESI47,0.04,59,139,139,163,ESI47
1715,car,0.90,59,692,283,1023,514,E23776,0.11,58,146,139,170,E23776
1717,car,0.94,59,637,281,1005,531,W4,0.19,60,160,152,186,W4
1717,car,0.75,62,1129,307,1219,370,FZS,0.19,26,41,50,48,FZS
1719,car,0.92,59,572,278,984,551,3,0.60,63,177,162,206,3
1721,car,0.93,59,491,275,959,579,524,0.41,64,196,172,230,524
1722,car,0.93,59,443,273,945,595,2027,0.09,66,207,184,243,2027
1739,car,0.78,62,1093,302,1199,388,O,0.04,30,57,61,65,O
1743,car,0.83,62,1085,302,1192,389,IR,0.00,30,59,62,68,IR
1744,car,0.84,62,1078,302,1193,389,IOOC,0.03,36,60,66,68,IOOC
1747,car,0.85,62,1072,302,1187,392,AQ,0.13,33,61,67,71,AQ
1748,car,0.84,62,1069,302,1185,393,O,0.58,35,62,67,71,O
1750,car,0.72,62,1064,302,1182,395,IM,0.12,34,63,68,72,IM
1751,car,0.72,62,1060,302,1178,397,C,0.03,36,64,69,73,C
1752,car,0.77,62,1055,302,1179,398,M6C,0.03,37,65,71,74,M6C
1753,car,0.83,62,1051,302,1178,399,IITO,0.15,39,65,73,75,IITO
1754,car,0.83,62,1047,302,1179,400,M4I,0.01,39,66,75,77,M4I
1755,car,0.85,62,1043,302,1177,402,1IYQ,0.02,38,68,76,78,1IYQ
1756,car,0.89,62,1042,301,1175,403,DMI,0.10,37,70,74,79,DMI
1757,car,0.79,62,1038,300,1175,404,IIZN,0.10,39,71,75,81,IIZN
1758,car,0.79,62,1035,300,1174,406,T,0.24,38,72,75,82,T
1759,car,0.84,62,1028,300,1170,407,I40,0.18,40,73,79,84,I40
1760,car,0.85,62,1024,299,1168,409,0W,0.09,41,75,80,86,0W
1761,car,0.80,62,1021,300,1165,410,I,0.24,40,75,80,86,I
1762,car,0.80,62,1017,300,1164,410,L8,0.34,41,75,80,86,L8
1763,car,0.80,62,1012,300,1164,411,IAX4F,0.15,39,76,81,88,IAX4F
1764,car,0.85,62,1005,298,1163,412,N,0.04,43,79,85,92,N
1765,car,0.87,62,1000,298,1161,415,J4,0.15,43,80,86,93,J4
1766,car,0.85,62,994,298,1159,417,TI,0.14,43,81,88,94,TI
1767,car,0.85,62,991,298,1156,419,14,0.30,40,82,87,96,14
1768,car,0.82,62,988,297,1155,422,ASID,0.07,39,84,85,97,ASID
1769,car,0.84,62,981,295,1153,423,NS0TT,0.03,41,86,88,100,NS0TT
1770,car,0.84,62,973,294,1149,425,IJ,0.05,47,89,92,103,IJ
1771,car,0.87,62,968,294,1146,427,KITT,0.17,43,90,92,105,KITT
1772,car,0.89,62,961,293,1145,429,WST,0.16,45,93,93,107,WST
1773,car,0.88,62,954,292,1142,431,1J,0.01,46,96,95,111,1J
1774,car,0.84,62,949,290,1139,433,15,0.04,44,100,96,115,15
1775,car,0.87,62,942,289,1138,436,1SD,0.04,44,102,96,118,1SD
