iter	Passed	Remaining
1665	20726	4155
1666	20733	4141
1667	20741	4128
1668	20753	4115
1669	20761	4102
1670	20774	4090
1671	20782	4076
1672	20790	4063
1673	20801	4050
1674	20810	4037
1675	20818	4024
1676	20826	4011
1677	20841	3999
1678	20865	3989
1679	20874	3976
1680	20886	3963
1681	20898	3951
1682	20947	3945
1683	20955	3932
1684	20964	3919
1685	20971	3905
1686	20986	3893
1687	20997	3881
1688	21005	3867
1689	21013	3854
1690	21021	3841
1691	21031	3828
1692	21039	3815
1693	21047	3801
1694	21060	3789
1695	21067	3776
1696	21091	3765
1697	21104	3753
1698	21122	3742
1699	21136	3729
1700	21144	3716
1701	21150	3703
1702	21158	3689
1703	21170	3677
1704	21187	3665
1705	21203	3654
1706	21230	3644
1707	21240	3631
1708	21255	3619
1709	21264	3606
1710	21273	3593
1711	21284	3580
1712	21296	3568
1713	21306	3555
1714	21315	3542
1715	21325	3529
1716	21333	3516
1717	21344	3503
1718	21352	3490
1719	21362	3477
1720	21370	3464
1721	21379	3451
1722	21389	3438
1723	21398	3425
1724	21413	3413
1725	21430	3402
1726	21440	3389
1727	21458	3377
1728	21472	3365
1729	21481	3352
1730	21489	3339
1731	21525	3330
1732	21535	3317
1733	21550	3305
1734	21575	3295
1735	21609	3286
1736	21623	3274
1737	21649	3263
1738	21679	3253
1739	21698	3242
1740	21707	3229
1741	21716	3216
1742	21724	3203
1743	21736	3190
1744	21750	3178
1745	21762	3165
1746	21772	3153
1747	21787	3141
1748	21795	3127
1749	21802	3114
1750	21818	3102
1751	21831	3090
1752	21849	3078
1753	21859	3065
1754	21872	3053
1755	21887	3041
1756	21896	3028
1757	21907	3015
1758	21931	3004
1759	21941	2992
1760	21959	2980
1761	21977	2968
1762	22005	2958
1763	22019	2945
1764	22031	2933
1765	22039	2920
1766	22052	2907
1767	22087	2898
1768	22102	2886
1769	22112	2873
1770	22129	2861
1771	22141	2848
1772	22166	2837
1773	22174	2824
1774	22188	2812
1775	22199	2799
1776	22210	2787
1777	22227	2775
1778	22239	2762
1779	22250	2750
1780	22260	2737
1781	22271	2724
1782	22309	2715
1783	22344	2705
1784	22352	2692
1785	22367	2680
1786	22395	2669
1787	22410	2657
1788	22430	2645
1789	22452	2634
1790	22466	2621
1791	22479	2609
1792	22496	2597
1793	22508	2584
1794	22525	2572
1795	22567	2563
1796	22594	2552
1797	22603	2539
1798	22612	2526
1799	22620	2513
1800	22638	2501
1801	22647	2488
1802	22670	2477
1803	22680	2464
1804	22688	2451
1805	22707	2439
1806	22724	2427
1807	22738	2414
1808	22755	2402
1809	22763	2389
1810	22790	2378
1811	22829	2368
1812	22838	2355
1813	22847	2342
1814	22858	2329
1815	22869	2317
1816	22886	2305
1817	22899	2292
1818	22911	2279
1819	22923	2267
1820	22934	2254
1821	22942	2241
1822	22954	2228
1823	22974	2216
1824	22984	2204
1825	22994	2191
1826	23003	2178
1827	23015	2165
1828	23039	2154
1829	23055	2141
1830	23065	2128
1831	23073	2115
1832	23086	2103
1833	23109	2091
1834	23119	2078
1835	23135	2066
1836	23147	2053
1837	23157	2041
1838	23183	2029
1839	23208	2018
1840	23216	2005
1841	23252	1994
1842	23262	1981
1843	23270	1968
1844	23279	1955
1845	23295	1943
1846	23306	1930
1847	23314	1917
1848	23325	1904
1849	23335	1892
1850	23345	1879
1851	23357	1866
1852	23368	1853
1853	23380	1841
1854	23391	1828
1855	23408	1816
1856	23418	1803
1857	23431	1790
1858	23440	1777
1859	23453	1765
1860	23464	1752
1861	23476	1739
1862	23486	1727
1863	23493	1714
1864	23506	1701
1865	23515	1688
1866	23527	1676
1867	23540	1663
1868	23552	1650
1869	23567	1638
1870	23579	1625
1871	23596	1613
1872	23604	1600
1873	23620	1588
1874	23644	1576
1875	23669	1564
1876	23677	1551
1877	23684	1538
1878	23692	1525
1879	23699	1512
1880	23717	1500
1881	23728	1487
1882	23744	1475
1883	23752	1462
1884	23762	1449
1885	23772	1436
1886	23782	1424
1887	23790	1411
1888	23809	1399
1889	23819	1386
1890	23826	1373
1891	23834	1360
1892	23849	1348
1893	23861	1335
1894	23869	1322
1895	23886	1310
1896	23900	1297
1897	23911	1285
1898	23924	1272
1899	23934	1259
1900	23956	1247
1901	23964	1234
1902	23978	1222
1903	23992	1209
1904	24015	1197
1905	24052	1186
1906	24061	1173
1907	24077	1160
1908	24103	1148
1909	24117	1136
1910	24125	1123
1911	24138	1110
1912	24147	1098
1913	24163	1085
1914	24172	1072
1915	24181	1060
1916	24197	1047
1917	24215	1035
1918	24228	1022
1919	24244	1010
1920	24255	997
1921	24273	985
1922	24290	972
1923	24307	960
1924	24323	947
1925	24331	934
1926	24347	922
1927	24356	909
1928	24363	896
1929	24376	884
1930	24383	871
1931	24396	858
1932	24415	846
1933	24427	833
1934	24439	820
1935	24450	808
1936	24461	795
1937	24480	783
1938	24495	770
1939	24507	757
1940	24519	745
1941	24532	732
1942	24541	719
1943	24554	707
1944	24567	694
1945	24581	682
1946	24591	669
1947	24600	656
1948	24614	644
1949	24625	631
1950	24639	618
1951	24651	606
1952	24674	593
1953	24692	581
1954	24701	568
1955	24718	556
1956	24725	543
1957	24734	530
1958	24747	517
1959	24754	505
1960	24765	492
1961	24772	479
1962	24780	467
1963	24788	454
1964	24794	441
1965	24819	429
1966	24830	416
1967	24842	403
1968	24856	391
1969	24873	378
1970	24886	366
1971	24899	353
1972	24908	340
1973	24916	328
1974	24925	315
1975	24937	302
1976	24947	290
1977	24956	277
1978	24965	264
1979	24973	252
1980	24981	239
1981	24990	226
1982	25008	214
1983	25023	201
1984	25032	189
1985	25043	176
1986	25049	163
1987	25056	151
1988	25066	138
1989	25079	126
1990	25091	113
1991	25104	100
1992	25112	88
1993	25124	75
1994	25133	62
1995	25142	50
1996	25155	37
1997	25166	25
1998	25174	12
1999	25185	0
